"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1208503,"Region South","Rockstar Energy Zero Sugar","Italy","Calabria",2780,"2019-07-01","0,85"
1208504,"Region South","Rockstar Energy Zero Sugar","Italy","Campania",4649,"2019-07-01","0,85"
1208505,"Region South","Rockstar Energy Zero Sugar","Italy","Emilia-Romagna",7501,"2019-07-01","0,85"
1208506,"Region South","Rockstar Energy Zero Sugar","Italy","Friuli-Venezia Giulia",4701,"2019-07-01","0,85"
1208507,"Region South","Rockstar Energy Zero Sugar","Italy","Lazio",5431,"2019-07-01","0,68"
1208508,"Region South","Rockstar Energy Zero Sugar","Italy","Liguria",9273,"2019-07-01","0,85"
1208509,"Region South","Rockstar Energy Zero Sugar","Italy","Lombardy",7211,"2019-07-01","0,85"
1208510,"Region South","Rockstar Energy Zero Sugar","Italy","Marche",3891,"2019-07-01","0,85"
1208511,"Region South","Rockstar Energy Zero Sugar","Italy","Piedmont",8256,"2019-07-01","0,85"
1208512,"Region South","Rockstar Energy Zero Sugar","Italy","Sardinia",1414,"2019-07-01","0,85"
1208513,"Region South","Rockstar Energy Zero Sugar","Italy","Sicily",4591,"2019-07-01","0,85"
1208514,"Region South","Rockstar Energy Zero Sugar","Italy","Trentino-Alto Adige",4110,"2019-07-01","0,85"
1208515,"Region South","Rockstar Energy Zero Sugar","Italy","Tuscany",5613,"2019-07-01","0,85"
1208516,"Region South","Rockstar Energy Zero Sugar","Italy","Umbria",4724,"2019-07-01","0,85"
1208517,"Region South","Rockstar Energy Zero Sugar","Italy","Veneto",4462,"2019-07-01","0,85"
1208518,"Region South","Rockstar Energy Zero Sugar","Italy","Molise",2217,"2019-07-01","0,85"
1208519,"Region West","Rockstar Energy Zero Sugar","Netherlands","Drenthe",1995,"2019-07-01","1,1"
1208520,"Region West","Rockstar Energy Zero Sugar","Netherlands","Friesland",1327,"2019-07-01","1,1"
1208521,"Region West","Rockstar Energy Zero Sugar","Netherlands","Gelderland",2230,"2019-07-01","1,1"
1208522,"Region West","Rockstar Energy Zero Sugar","Netherlands","Groningen",1412,"2019-07-01","1,1"
1208523,"Region West","Rockstar Energy Zero Sugar","Netherlands","Limburg",2224,"2019-07-01","1,1"
1208524,"Region West","Rockstar Energy Zero Sugar","Netherlands","North Brabant",3106,"2019-07-01","1,1"
1208525,"Region West","Rockstar Energy Zero Sugar","Netherlands","North Holland",3173,"2019-07-01","0,88"
1208526,"Region West","Rockstar Energy Zero Sugar","Netherlands","Overijssel",2810,"2019-07-01","1,1"
1208527,"Region West","Rockstar Energy Zero Sugar","Netherlands","South Holland",2490,"2019-07-01","1,1"
1208528,"Region West","Rockstar Energy Zero Sugar","Netherlands","Utrecht",2326,"2019-07-01","0,88"
1208529,"Region West","Rockstar Energy Zero Sugar","Netherlands","Zeeland",2123,"2019-07-01","1,1"
1208530,"Region North 2","Rockstar Energy Zero Sugar","Norway","Akershus",1242,"2019-07-01","1,3"
1208531,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hordaland",1024,"2019-07-01","1,3"
1208532,"Region North 2","Rockstar Energy Zero Sugar","Norway","Rogaland",923,"2019-07-01","1,3"
1208533,"Region North 2","Rockstar Energy Zero Sugar","Norway","Sør-Trøndelag",818,"2019-07-01","1,3"
1208534,"Region North 2","Rockstar Energy Zero Sugar","Norway","Østfold",581,"2019-07-01","1,3"
1208535,"Region North 2","Rockstar Energy Zero Sugar","Norway","Buskerud",530,"2019-07-01","1,3"
1208536,"Region North 2","Rockstar Energy Zero Sugar","Norway","Møre og Romsdal",542,"2019-07-01","1,3"
1208537,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vestfold",571,"2019-07-01","1,04"
1208538,"Region North 2","Rockstar Energy Zero Sugar","Norway","Nordland",50,"2019-07-01","1,3"
1208539,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hedmark",484,"2019-07-01","1,3"
1208540,"Region North 2","Rockstar Energy Zero Sugar","Norway","Oppland",377,"2019-07-01","1,3"
1208541,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vest-Agder",353,"2019-07-01","1,3"
1208542,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Stockholm",5162,"2019-07-01","1,25"
1208543,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Västra Götaland",3739,"2019-07-01","1,25"
1208544,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Skåne",3063,"2019-07-01","1,25"
1208545,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Östergötland",1001,"2019-07-01","1,25"
1208546,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Uppsala",828,"2019-07-01","1,25"
1208547,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Jönköping",728,"2019-07-01","1,25"
1208548,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Halland",69,"2019-07-01","1,25"
1208549,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Örebro",579,"2019-07-01","1,25"
1208550,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Gävleborg",57,"2019-07-01","1,25"
1208551,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Södermanland",583,"2019-07-01","1,25"
1208552,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Basel-Stadt",345,"2019-07-01","1,34"
1208553,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Bern",316,"2019-07-01","1,072"
1208554,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Geneva",133,"2019-07-01","1,34"
1208555,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Lucerne",115,"2019-07-01","1,34"
1208556,"Region Central","Rockstar Energy Zero Sugar","Switzerland","St. Gallen",125,"2019-07-01","1,34"
1208557,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Vaud",134,"2019-07-01","1,34"
1208558,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Zürich",397,"2019-07-01","1,34"
1208559,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","England",78051,"2019-07-01","1,15"
1208560,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Scotland",13816,"2019-07-01","1,15"
1208561,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Wales",1352,"2019-07-01","1,15"
1208562,"Region Central","Red Bull","Austria","Carinthia",559,"2019-07-01","1"
1208563,"Region Central","Red Bull","Austria","Salzburg",1208,"2019-07-01","1"
1208564,"Region Central","Red Bull","Austria","Styria",608,"2019-07-01","1"
1208565,"Region Central","Red Bull","Austria","Tyrol",554,"2019-07-01","1"
1208566,"Region Central","Red Bull","Austria","Upper Austria",1175,"2019-07-01","1"
1208567,"Region Central","Red Bull","Austria","Vienna",1736,"2019-07-01","1"
1208568,"Region West","Red Bull","Belgium","Antwerp",856,"2019-07-01","0,95"
1208569,"Region West","Red Bull","Belgium","Brussels",1064,"2019-07-01","0,95"
1208570,"Region West","Red Bull","Belgium","East Flanders",275,"2019-07-01","0,95"
1208571,"Region West","Red Bull","Belgium","Flemish Brabant",262,"2019-07-01","0,95"
1208572,"Region West","Red Bull","Belgium","Hainaut",278,"2019-07-01","0,95"
1208573,"Region West","Red Bull","Belgium","Limburg",566,"2019-07-01","0,95"
1208574,"Region West","Red Bull","Belgium","Liège",287,"2019-07-01","0,95"
1208575,"Region West","Red Bull","Belgium","Namur",314,"2019-07-01","0,95"
1208576,"Region West","Red Bull","Belgium","West Flanders",298,"2019-07-01","0,95"
1208577,"Region North 2","Red Bull","Denmark","Central Jutland",820,"2019-07-01","1,1"
1208578,"Region North 2","Red Bull","Denmark","Hovedstaden",2002,"2019-07-01","1,1"
1208579,"Region North 2","Red Bull","Denmark","South Denmark",392,"2019-07-01","1,1"
1208580,"Region North 2","Red Bull","Denmark","Zealand",434,"2019-07-01","1,1"
1208581,"Region North 2","Red Bull","Finland","Finland Proper",551,"2019-07-01","1,03"
1208582,"Region North 2","Red Bull","Finland","Kymenlaakso",406,"2019-07-01","1,03"
1208583,"Region North 2","Red Bull","Finland","Uusimaa",188,"2019-07-01","1,03"
1208584,"Region West","Red Bull","France","Alsace-Champagne-Ardenne-Lorraine",2295,"2019-07-01","0,95"
1208585,"Region West","Red Bull","France","Aquitaine-Limousin-Poitou-Charentes",3820,"2019-07-01","0,76"
1208586,"Region West","Red Bull","France","Auvergne-Rhône-Alpes",1226,"2019-07-01","0,76"
1208587,"Region West","Red Bull","France","Brittany",5149,"2019-07-01","0,95"
1208588,"Region West","Red Bull","France","Bourgogne-Franche-Comté",1108,"2019-07-01","0,95"
1208589,"Region West","Red Bull","France","Centre-Val de Loire",1011,"2019-07-01","0,95"
1208590,"Region West","Red Bull","France","Corsica",1066,"2019-07-01","0,95"
1208591,"Region West","Red Bull","France","Ile-de-France",3345,"2019-07-01","0,95"
1208592,"Region West","Red Bull","France","Languedoc-Roussillon-Midi-Pyrénées",997,"2019-07-01","0,95"
1208593,"Region West","Red Bull","France","Normandy",7178,"2019-07-01","0,95"
1208594,"Region West","Red Bull","France","Nord-Pas-de-Calais-Picardie",2245,"2019-07-01","0,95"
1208595,"Region West","Red Bull","France","Pays de la Loire",5298,"2019-07-01","0,76"
1208596,"Region West","Red Bull","France","Provence-Alpes-Côte d'Azur",1013,"2019-07-01","0,95"
1208597,"Region Central","Red Bull","Germany","Baden-Württemberg",5058,"2019-07-01","1"
1208598,"Region Central","Red Bull","Germany","Bavaria",4367,"2019-07-01","1"
1208599,"Region Central","Red Bull","Germany","Berlin",1274,"2019-07-01","1"
1208600,"Region Central","Red Bull","Germany","Brandenburg",3232,"2019-07-01","1"
1208601,"Region Central","Red Bull","Germany","Bremen",502,"2019-07-01","0,8"
1208602,"Region Central","Red Bull","Germany","Hamburg",986,"2019-07-01","1"
1208603,"Region Central","Red Bull","Germany","Hesse",3924,"2019-07-01","0,8"
1208604,"Region Central","Red Bull","Germany","Lower Saxony",2142,"2019-07-01","1"
1208605,"Region Central","Red Bull","Germany","Mecklenburg-Vorpommern",482,"2019-07-01","1"
1208606,"Region Central","Red Bull","Germany","North Rhine-Westphalia",5129,"2019-07-01","1"
1208607,"Region Central","Red Bull","Germany","Rhineland-Palatinate",4104,"2019-07-01","1"
1208608,"Region Central","Red Bull","Germany","Saarland",485,"2019-07-01","1"
1208609,"Region Central","Red Bull","Germany","Saxony",2985,"2019-07-01","1"
1208610,"Region Central","Red Bull","Germany","Saxony-Anhalt",2210,"2019-07-01","1"
1208611,"Region Central","Red Bull","Germany","Schleswig-Holstein",1329,"2019-07-01","1"
1208612,"Region Central","Red Bull","Germany","Thuringia",2773,"2019-07-01","1"
1208613,"Region North 1","Red Bull","Ireland","Cork",484,"2019-07-01","0,93"
1208614,"Region North 1","Red Bull","Ireland","Dublin",1107,"2019-07-01","0,93"
1208615,"Region North 1","Red Bull","Ireland","Galway",217,"2019-07-01","0,93"
1208616,"Region North 1","Red Bull","Ireland","South Dublin",687,"2019-07-01","0,93"
1208617,"Region South","Red Bull","Italy","Abruzzi",1712,"2019-07-01","0,85"
1208618,"Region South","Red Bull","Italy","Apulia",1586,"2019-07-01","0,85"
1208619,"Region South","Red Bull","Italy","Basilicata",1923,"2019-07-01","0,68"
1208620,"Region South","Red Bull","Italy","Calabria",1027,"2019-07-01","0,85"
1208621,"Region South","Red Bull","Italy","Campania",1680,"2019-07-01","0,85"
1208622,"Region South","Red Bull","Italy","Emilia-Romagna",2643,"2019-07-01","0,85"
1208623,"Region South","Red Bull","Italy","Friuli-Venezia Giulia",1690,"2019-07-01","0,85"
1208624,"Region South","Red Bull","Italy","Lazio",1768,"2019-07-01","0,68"
1208625,"Region South","Red Bull","Italy","Liguria",3312,"2019-07-01","0,85"
1208626,"Region South","Red Bull","Italy","Lombardy",2444,"2019-07-01","0,85"
1208627,"Region South","Red Bull","Italy","Marche",2010,"2019-07-01","0,68"
1208628,"Region South","Red Bull","Italy","Piedmont",2993,"2019-07-01","0,85"
1208629,"Region South","Red Bull","Italy","Sardinia",464,"2019-07-01","0,85"
1208630,"Region South","Red Bull","Italy","Sicily",1614,"2019-07-01","0,85"
1208631,"Region South","Red Bull","Italy","Trentino-Alto Adige",1441,"2019-07-01","0,85"
1208632,"Region South","Red Bull","Italy","Tuscany",2291,"2019-07-01","0,85"
1208633,"Region South","Red Bull","Italy","Umbria",1598,"2019-07-01","0,85"
1208634,"Region South","Red Bull","Italy","Veneto",1497,"2019-07-01","0,85"
1208635,"Region South","Red Bull","Italy","Molise",835,"2019-07-01","0,85"
1208636,"Region West","Red Bull","Netherlands","Drenthe",1130,"2019-07-01","1,1"
1208637,"Region West","Red Bull","Netherlands","Friesland",646,"2019-07-01","1,1"
1208638,"Region West","Red Bull","Netherlands","Gelderland",1133,"2019-07-01","1,1"
1208639,"Region West","Red Bull","Netherlands","Groningen",731,"2019-07-01","1,1"
1208640,"Region West","Red Bull","Netherlands","Limburg",974,"2019-07-01","1,1"
1208641,"Region West","Red Bull","Netherlands","North Brabant",1932,"2019-07-01","1,1"
1208642,"Region West","Red Bull","Netherlands","North Holland",1299,"2019-07-01","1,1"
1208643,"Region West","Red Bull","Netherlands","Overijssel",1323,"2019-07-01","1,1"
1208644,"Region West","Red Bull","Netherlands","South Holland",1291,"2019-07-01","1,1"
1208645,"Region West","Red Bull","Netherlands","Utrecht",1049,"2019-07-01","1,1"
1208646,"Region West","Red Bull","Netherlands","Zeeland",1032,"2019-07-01","1,1"
1208647,"Region North 2","Red Bull","Norway","Akershus",370,"2019-07-01","1,3"
1208648,"Region North 2","Red Bull","Norway","Hordaland",383,"2019-07-01","1,3"
1208649,"Region North 2","Red Bull","Norway","Rogaland",332,"2019-07-01","1,3"
1208650,"Region North 2","Red Bull","Norway","Sør-Trøndelag",271,"2019-07-01","1,3"
1208651,"Region North 2","Red Bull","Norway","Østfold",175,"2019-07-01","1,3"
1208652,"Region North 2","Red Bull","Norway","Buskerud",173,"2019-07-01","1,3"
1208653,"Region North 2","Red Bull","Norway","Møre og Romsdal",163,"2019-07-01","1,3"
1208654,"Region North 2","Red Bull","Norway","Vestfold",167,"2019-07-01","1,3"
1208655,"Region North 2","Red Bull","Norway","Nordland",16,"2019-07-01","1,3"
1208656,"Region North 2","Red Bull","Norway","Hedmark",172,"2019-07-01","1,04"
1208657,"Region North 2","Red Bull","Norway","Oppland",126,"2019-07-01","1,3"
1208658,"Region North 2","Red Bull","Norway","Vest-Agder",116,"2019-07-01","1,3"
1208659,"Region South-West","Red Bull","Portugal","Aveiro",636,"2019-07-01","0,8"
1208660,"Region South-West","Red Bull","Portugal","Braga",1408,"2019-07-01","0,8"
1208661,"Region South-West","Red Bull","Portugal","Coimbra",723,"2019-07-01","0,8"
1208662,"Region South-West","Red Bull","Portugal","Lisboa",3263,"2019-07-01","0,8"
1208663,"Region South-West","Red Bull","Portugal","Porto",1934,"2019-07-01","0,8"
1208664,"Region South-West","Red Bull","Portugal","Setúbal",739,"2019-07-01","0,8"
1208665,"Region South-West","Red Bull","Spain","Andalusía",993,"2019-07-01","0,81"
1208666,"Region South-West","Red Bull","Spain","Asturias",1980,"2019-07-01","0,81"
1208667,"Region South-West","Red Bull","Spain","Balearic Islands",3262,"2019-07-01","0,81"
1208668,"Region South-West","Red Bull","Spain","Basque Country",992,"2019-07-01","0,81"
1208669,"Region South-West","Red Bull","Spain","Cantabria",1079,"2019-07-01","0,81"
1208670,"Region South-West","Red Bull","Spain","Castile and León",3215,"2019-07-01","0,81"
1208671,"Region South-West","Red Bull","Spain","Castile-La Mancha",2215,"2019-07-01","0,648"
1208672,"Region South-West","Red Bull","Spain","Catalonia",6673,"2019-07-01","0,81"
1208673,"Region South-West","Red Bull","Spain","Aragon",5380,"2019-07-01","0,81"
1208674,"Region South-West","Red Bull","Spain","Extremadura",912,"2019-07-01","0,81"
1208675,"Region South-West","Red Bull","Spain","Galicia",4029,"2019-07-01","0,81"
1208676,"Region South-West","Red Bull","Spain","Madrid",5483,"2019-07-01","0,81"
1208677,"Region South-West","Red Bull","Spain","La Rioja",985,"2019-07-01","0,81"
1208678,"Region South-West","Red Bull","Spain","Murcia",965,"2019-07-01","0,81"
1208679,"Region South-West","Red Bull","Spain","Navarra",945,"2019-07-01","0,81"
1208680,"Region South-West","Red Bull","Spain","Valenciana",4771,"2019-07-01","0,81"
1208681,"Region North 2","Red Bull","Sweden","Stockholm",1708,"2019-07-01","1,25"
1208682,"Region North 2","Red Bull","Sweden","Västra Götaland",1130,"2019-07-01","1,25"
1208683,"Region North 2","Red Bull","Sweden","Skåne",893,"2019-07-01","1,25"
1208684,"Region North 2","Red Bull","Sweden","Östergötland",311,"2019-07-01","1,25"
1208685,"Region North 2","Red Bull","Sweden","Uppsala",261,"2019-07-01","1,25"
1208686,"Region North 2","Red Bull","Sweden","Jönköping",244,"2019-07-01","1,25"
1208687,"Region North 2","Red Bull","Sweden","Halland",21,"2019-07-01","1,25"
1208688,"Region North 2","Red Bull","Sweden","Örebro",197,"2019-07-01","1,25"
1208689,"Region North 2","Red Bull","Sweden","Gävleborg",21,"2019-07-01","1,25"
1208690,"Region North 2","Red Bull","Sweden","Södermanland",224,"2019-07-01","1"
1208691,"Region Central","Red Bull","Switzerland","Basel-Stadt",160,"2019-07-01","1,34"
1208692,"Region Central","Red Bull","Switzerland","Bern",98,"2019-07-01","1,34"
1208693,"Region Central","Red Bull","Switzerland","Geneva",44,"2019-07-01","1,34"
1208694,"Region Central","Red Bull","Switzerland","Lucerne",52,"2019-07-01","1,34"
1208695,"Region Central","Red Bull","Switzerland","St. Gallen",46,"2019-07-01","1,34"
1208696,"Region Central","Red Bull","Switzerland","Vaud",60,"2019-07-01","1,072"
1208697,"Region Central","Red Bull","Switzerland","Zürich",156,"2019-07-01","1,34"
1208698,"Region North 1","Red Bull","United Kingdom","England",22503,"2019-07-01","1,15"
1208699,"Region North 1","Red Bull","United Kingdom","Scotland",3710,"2019-07-01","1,15"
1208700,"Region North 1","Red Bull","United Kingdom","Wales",382,"2019-07-01","1,15"
1208701,"Region Central","Monster Energy Absolutely Zero","Austria","Carinthia",578,"2019-07-01","1,55"
1208702,"Region Central","Monster Energy Absolutely Zero","Austria","Salzburg",1179,"2019-07-01","1,55"
1208703,"Region Central","Monster Energy Absolutely Zero","Austria","Styria",602,"2019-07-01","1,55"
1208704,"Region Central","Monster Energy Absolutely Zero","Austria","Tyrol",731,"2019-07-01","1,24"
1208705,"Region Central","Monster Energy Absolutely Zero","Austria","Upper Austria",1156,"2019-07-01","1,55"
1208706,"Region Central","Monster Energy Absolutely Zero","Austria","Vienna",1918,"2019-07-01","1,55"
1208707,"Region West","Monster Energy Absolutely Zero","Belgium","Antwerp",677,"2019-07-01","1,47"
1208708,"Region West","Monster Energy Absolutely Zero","Belgium","Brussels",1079,"2019-07-01","1,176"
1208709,"Region West","Monster Energy Absolutely Zero","Belgium","East Flanders",242,"2019-07-01","1,47"
1208710,"Region West","Monster Energy Absolutely Zero","Belgium","Flemish Brabant",214,"2019-07-01","1,47"
1208711,"Region West","Monster Energy Absolutely Zero","Belgium","Hainaut",213,"2019-07-01","1,47"
1208712,"Region West","Monster Energy Absolutely Zero","Belgium","Limburg",416,"2019-07-01","1,47"
1208713,"Region West","Monster Energy Absolutely Zero","Belgium","Liège",239,"2019-07-01","1,47"
1208714,"Region West","Monster Energy Absolutely Zero","Belgium","Namur",244,"2019-07-01","1,47"
1208715,"Region West","Monster Energy Absolutely Zero","Belgium","West Flanders",231,"2019-07-01","1,47"
1208716,"Region North 2","Monster Energy Absolutely Zero","Denmark","Central Jutland",748,"2019-07-01","1,71"
1208717,"Region North 2","Monster Energy Absolutely Zero","Denmark","Hovedstaden",1975,"2019-07-01","1,368"
1208718,"Region North 2","Monster Energy Absolutely Zero","Denmark","South Denmark",324,"2019-07-01","1,71"
1208719,"Region North 2","Monster Energy Absolutely Zero","Denmark","Zealand",311,"2019-07-01","1,71"
1208720,"Region North 2","Monster Energy Absolutely Zero","Finland","Finland Proper",512,"2019-07-01","1,6"
1208721,"Region North 2","Monster Energy Absolutely Zero","Finland","Kymenlaakso",337,"2019-07-01","1,6"
1208722,"Region North 2","Monster Energy Absolutely Zero","Finland","Uusimaa",163,"2019-07-01","1,6"
1208723,"Region West","Monster Energy Absolutely Zero","France","Alsace-Champagne-Ardenne-Lorraine",1831,"2019-07-01","1,47"
1208724,"Region West","Monster Energy Absolutely Zero","France","Aquitaine-Limousin-Poitou-Charentes",2567,"2019-07-01","1,47"
1208725,"Region West","Monster Energy Absolutely Zero","France","Auvergne-Rhône-Alpes",924,"2019-07-01","1,47"
1208726,"Region West","Monster Energy Absolutely Zero","France","Brittany",4226,"2019-07-01","1,47"
1208727,"Region West","Monster Energy Absolutely Zero","France","Bourgogne-Franche-Comté",933,"2019-07-01","1,47"
1208728,"Region West","Monster Energy Absolutely Zero","France","Centre-Val de Loire",937,"2019-07-01","1,47"
1208729,"Region West","Monster Energy Absolutely Zero","France","Corsica",959,"2019-07-01","1,47"
1208730,"Region West","Monster Energy Absolutely Zero","France","Ile-de-France",3358,"2019-07-01","1,176"
1208731,"Region West","Monster Energy Absolutely Zero","France","Languedoc-Roussillon-Midi-Pyrénées",924,"2019-07-01","1,47"
1208732,"Region West","Monster Energy Absolutely Zero","France","Normandy",5377,"2019-07-01","1,47"
1208733,"Region West","Monster Energy Absolutely Zero","France","Nord-Pas-de-Calais-Picardie",1748,"2019-07-01","1,47"
1208734,"Region West","Monster Energy Absolutely Zero","France","Pays de la Loire",3222,"2019-07-01","1,47"
