"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1075646,"Region West","Red Bull Zero","Belgium","Limburg",514,"2019-03-11","0,94"
1075647,"Region West","Red Bull Zero","Belgium","Liège",249,"2019-03-11","0,94"
1075648,"Region West","Red Bull Zero","Belgium","Namur",232,"2019-03-11","0,94"
1075649,"Region West","Red Bull Zero","Belgium","West Flanders",276,"2019-03-11","0,752"
1075650,"Region North 2","Red Bull Zero","Denmark","Central Jutland",1470,"2019-03-11","0,872"
1075651,"Region North 2","Red Bull Zero","Denmark","Hovedstaden",2952,"2019-03-11","1,09"
1075652,"Region North 2","Red Bull Zero","Denmark","South Denmark",520,"2019-03-11","1,09"
1075653,"Region North 2","Red Bull Zero","Denmark","Zealand",595,"2019-03-11","1,09"
1075654,"Region North 2","Red Bull Zero","Finland","Finland Proper",807,"2019-03-11","1,02"
1075655,"Region North 2","Red Bull Zero","Finland","Kymenlaakso",581,"2019-03-11","1,02"
1075656,"Region North 2","Red Bull Zero","Finland","Uusimaa",262,"2019-03-11","1,02"
1075657,"Region West","Red Bull Zero","France","Alsace-Champagne-Ardenne-Lorraine",2030,"2019-03-11","0,752"
1075658,"Region West","Red Bull Zero","France","Aquitaine-Limousin-Poitou-Charentes",3183,"2019-03-11","0,752"
1075659,"Region West","Red Bull Zero","France","Auvergne-Rhône-Alpes",926,"2019-03-11","0,94"
1075660,"Region West","Red Bull Zero","France","Brittany",5051,"2019-03-11","0,94"
1075661,"Region West","Red Bull Zero","France","Bourgogne-Franche-Comté",1147,"2019-03-11","0,752"
1075662,"Region West","Red Bull Zero","France","Centre-Val de Loire",1089,"2019-03-11","0,752"
1075663,"Region West","Red Bull Zero","France","Corsica",885,"2019-03-11","0,94"
1075664,"Region West","Red Bull Zero","France","Ile-de-France",2794,"2019-03-11","0,94"
1075665,"Region West","Red Bull Zero","France","Languedoc-Roussillon-Midi-Pyrénées",989,"2019-03-11","0,94"
1075666,"Region West","Red Bull Zero","France","Normandy",6131,"2019-03-11","0,752"
1075667,"Region West","Red Bull Zero","France","Nord-Pas-de-Calais-Picardie",1693,"2019-03-11","0,94"
1075668,"Region West","Red Bull Zero","France","Pays de la Loire",4283,"2019-03-11","0,752"
1075669,"Region West","Red Bull Zero","France","Provence-Alpes-Côte d'Azur",868,"2019-03-11","0,94"
1075670,"Region Central","Red Bull Zero","Germany","Baden-Württemberg",5919,"2019-03-11","0,99"
1075671,"Region Central","Red Bull Zero","Germany","Bavaria",4374,"2019-03-11","0,99"
1075672,"Region Central","Red Bull Zero","Germany","Berlin",1647,"2019-03-11","0,792"
1075673,"Region Central","Red Bull Zero","Germany","Brandenburg",3492,"2019-03-11","0,99"
1075674,"Region Central","Red Bull Zero","Germany","Bremen",465,"2019-03-11","0,99"
1075675,"Region Central","Red Bull Zero","Germany","Hamburg",998,"2019-03-11","0,99"
1075676,"Region Central","Red Bull Zero","Germany","Hesse",3220,"2019-03-11","0,99"
1075677,"Region Central","Red Bull Zero","Germany","Lower Saxony",2367,"2019-03-11","0,99"
1075678,"Region Central","Red Bull Zero","Germany","Mecklenburg-Vorpommern",454,"2019-03-11","0,99"
1075679,"Region Central","Red Bull Zero","Germany","North Rhine-Westphalia",5863,"2019-03-11","0,99"
1075680,"Region Central","Red Bull Zero","Germany","Rhineland-Palatinate",3732,"2019-03-11","0,99"
1075681,"Region Central","Red Bull Zero","Germany","Saarland",432,"2019-03-11","0,99"
1075682,"Region Central","Red Bull Zero","Germany","Saxony",3097,"2019-03-11","0,99"
1075683,"Region Central","Red Bull Zero","Germany","Saxony-Anhalt",2624,"2019-03-11","0,792"
1075684,"Region Central","Red Bull Zero","Germany","Schleswig-Holstein",1287,"2019-03-11","0,99"
1075685,"Region Central","Red Bull Zero","Germany","Thuringia",2852,"2019-03-11","0,99"
1075686,"Region North 1","Red Bull Zero","Ireland","Cork",851,"2019-03-11","0,736"
1075687,"Region North 1","Red Bull Zero","Ireland","Dublin",2161,"2019-03-11","0,736"
1075688,"Region North 1","Red Bull Zero","Ireland","Galway",401,"2019-03-11","0,736"
1075689,"Region North 1","Red Bull Zero","Ireland","South Dublin",952,"2019-03-11","0,92"
1075690,"Region South","Red Bull Zero","Italy","Abruzzi",2346,"2019-03-11","0,84"
1075691,"Region South","Red Bull Zero","Italy","Apulia",2395,"2019-03-11","0,84"
1075692,"Region South","Red Bull Zero","Italy","Basilicata",2598,"2019-03-11","0,84"
1075693,"Region South","Red Bull Zero","Italy","Calabria",1689,"2019-03-11","0,84"
1075694,"Region South","Red Bull Zero","Italy","Campania",2364,"2019-03-11","0,84"
1075695,"Region South","Red Bull Zero","Italy","Emilia-Romagna",5143,"2019-03-11","0,84"
1075696,"Region South","Red Bull Zero","Italy","Friuli-Venezia Giulia",3266,"2019-03-11","0,672"
1075697,"Region South","Red Bull Zero","Italy","Lazio",3401,"2019-03-11","0,672"
1075698,"Region South","Red Bull Zero","Italy","Liguria",5343,"2019-03-11","0,84"
1075699,"Region South","Red Bull Zero","Italy","Lombardy",3936,"2019-03-11","0,84"
1075700,"Region South","Red Bull Zero","Italy","Marche",2399,"2019-03-11","0,84"
1075701,"Region South","Red Bull Zero","Italy","Piedmont",5528,"2019-03-11","0,84"
1075702,"Region South","Red Bull Zero","Italy","Sardinia",854,"2019-03-11","0,84"
1075703,"Region South","Red Bull Zero","Italy","Sicily",2614,"2019-03-11","0,84"
1075704,"Region South","Red Bull Zero","Italy","Trentino-Alto Adige",2425,"2019-03-11","0,84"
1075705,"Region South","Red Bull Zero","Italy","Tuscany",3528,"2019-03-11","0,84"
1075706,"Region South","Red Bull Zero","Italy","Umbria",3056,"2019-03-11","0,672"
1075707,"Region South","Red Bull Zero","Italy","Veneto",2719,"2019-03-11","0,84"
1075708,"Region South","Red Bull Zero","Italy","Molise",1350,"2019-03-11","0,84"
1075709,"Region West","Red Bull Zero","Netherlands","Drenthe",1108,"2019-03-11","0,872"
1075710,"Region West","Red Bull Zero","Netherlands","Friesland",642,"2019-03-11","1,09"
1075711,"Region West","Red Bull Zero","Netherlands","Gelderland",960,"2019-03-11","1,09"
1075712,"Region West","Red Bull Zero","Netherlands","Groningen",780,"2019-03-11","0,872"
1075713,"Region West","Red Bull Zero","Netherlands","Limburg",825,"2019-03-11","1,09"
1075714,"Region West","Red Bull Zero","Netherlands","North Brabant",1494,"2019-03-11","1,09"
1075715,"Region West","Red Bull Zero","Netherlands","North Holland",1144,"2019-03-11","1,09"
1075716,"Region West","Red Bull Zero","Netherlands","Overijssel",1325,"2019-03-11","0,872"
1075717,"Region West","Red Bull Zero","Netherlands","South Holland",1091,"2019-03-11","1,09"
1075718,"Region West","Red Bull Zero","Netherlands","Utrecht",1156,"2019-03-11","0,872"
1075719,"Region West","Red Bull Zero","Netherlands","Zeeland",870,"2019-03-11","1,09"
1075720,"Region North 2","Red Bull Zero","Norway","Akershus",648,"2019-03-11","1,032"
1075721,"Region North 2","Red Bull Zero","Norway","Hordaland",629,"2019-03-11","1,032"
1075722,"Region North 2","Red Bull Zero","Norway","Rogaland",403,"2019-03-11","1,29"
1075723,"Region North 2","Red Bull Zero","Norway","Sør-Trøndelag",498,"2019-03-11","1,032"
1075724,"Region North 2","Red Bull Zero","Norway","Østfold",257,"2019-03-11","1,29"
1075725,"Region North 2","Red Bull Zero","Norway","Buskerud",266,"2019-03-11","1,29"
1075726,"Region North 2","Red Bull Zero","Norway","Møre og Romsdal",276,"2019-03-11","1,032"
1075727,"Region North 2","Red Bull Zero","Norway","Vestfold",237,"2019-03-11","1,29"
1075728,"Region North 2","Red Bull Zero","Norway","Nordland",19,"2019-03-11","1,29"
1075729,"Region North 2","Red Bull Zero","Norway","Hedmark",208,"2019-03-11","1,29"
1075730,"Region North 2","Red Bull Zero","Norway","Oppland",177,"2019-03-11","1,29"
1075731,"Region North 2","Red Bull Zero","Norway","Vest-Agder",162,"2019-03-11","1,29"
1075732,"Region South-West","Red Bull Zero","Portugal","Aveiro",425,"2019-03-11","0,79"
1075733,"Region South-West","Red Bull Zero","Portugal","Braga",1182,"2019-03-11","0,632"
1075734,"Region South-West","Red Bull Zero","Portugal","Coimbra",453,"2019-03-11","0,79"
1075735,"Region South-West","Red Bull Zero","Portugal","Lisboa",2670,"2019-03-11","0,632"
1075736,"Region South-West","Red Bull Zero","Portugal","Porto",1475,"2019-03-11","0,79"
1075737,"Region South-West","Red Bull Zero","Portugal","Setúbal",461,"2019-03-11","0,79"
1075738,"Region South-West","Red Bull Zero","Spain","Andalusía",792,"2019-03-11","0,64"
1075739,"Region South-West","Red Bull Zero","Spain","Asturias",1333,"2019-03-11","0,8"
1075740,"Region South-West","Red Bull Zero","Spain","Balearic Islands",1879,"2019-03-11","0,8"
1075741,"Region South-West","Red Bull Zero","Spain","Basque Country",646,"2019-03-11","0,8"
1075742,"Region South-West","Red Bull Zero","Spain","Cantabria",776,"2019-03-11","0,64"
1075743,"Region South-West","Red Bull Zero","Spain","Castile and León",1789,"2019-03-11","0,8"
1075744,"Region South-West","Red Bull Zero","Spain","Castile-La Mancha",1230,"2019-03-11","0,8"
1075745,"Region South-West","Red Bull Zero","Spain","Catalonia",4817,"2019-03-11","0,8"
1075746,"Region South-West","Red Bull Zero","Spain","Aragon",3311,"2019-03-11","0,8"
1075747,"Region South-West","Red Bull Zero","Spain","Extremadura",708,"2019-03-11","0,8"
1075748,"Region South-West","Red Bull Zero","Spain","Galicia",2842,"2019-03-11","0,8"
1075749,"Region South-West","Red Bull Zero","Spain","Madrid",4188,"2019-03-11","0,8"
1075750,"Region South-West","Red Bull Zero","Spain","La Rioja",604,"2019-03-11","0,8"
1075751,"Region South-West","Red Bull Zero","Spain","Murcia",704,"2019-03-11","0,8"
1075752,"Region South-West","Red Bull Zero","Spain","Navarra",677,"2019-03-11","0,8"
1075753,"Region South-West","Red Bull Zero","Spain","Valenciana",3349,"2019-03-11","0,8"
1075754,"Region North 2","Red Bull Zero","Sweden","Stockholm",1988,"2019-03-11","1,24"
1075755,"Region North 2","Red Bull Zero","Sweden","Västra Götaland",1750,"2019-03-11","1,24"
1075756,"Region North 2","Red Bull Zero","Sweden","Skåne",1140,"2019-03-11","1,24"
1075757,"Region North 2","Red Bull Zero","Sweden","Östergötland",451,"2019-03-11","1,24"
1075758,"Region North 2","Red Bull Zero","Sweden","Uppsala",360,"2019-03-11","1,24"
1075759,"Region North 2","Red Bull Zero","Sweden","Jönköping",419,"2019-03-11","0,992"
1075760,"Region North 2","Red Bull Zero","Sweden","Halland",30,"2019-03-11","1,24"
1075761,"Region North 2","Red Bull Zero","Sweden","Örebro",275,"2019-03-11","1,24"
1075762,"Region North 2","Red Bull Zero","Sweden","Gävleborg",28,"2019-03-11","1,24"
1075763,"Region North 2","Red Bull Zero","Sweden","Södermanland",294,"2019-03-11","1,24"
1075764,"Region Central","Red Bull Zero","Switzerland","Basel-Stadt",138,"2019-03-11","1,33"
1075765,"Region Central","Red Bull Zero","Switzerland","Bern",91,"2019-03-11","1,33"
1075766,"Region Central","Red Bull Zero","Switzerland","Geneva",51,"2019-03-11","1,33"
1075767,"Region Central","Red Bull Zero","Switzerland","Lucerne",64,"2019-03-11","1,064"
1075768,"Region Central","Red Bull Zero","Switzerland","St. Gallen",48,"2019-03-11","1,33"
1075769,"Region Central","Red Bull Zero","Switzerland","Vaud",51,"2019-03-11","1,33"
1075770,"Region Central","Red Bull Zero","Switzerland","Zürich",138,"2019-03-11","1,33"
1075771,"Region North 1","Red Bull Zero","United Kingdom","England",34134,"2019-03-11","1,14"
1075772,"Region North 1","Red Bull Zero","United Kingdom","Scotland",5014,"2019-03-11","1,14"
1075773,"Region North 1","Red Bull Zero","United Kingdom","Wales",638,"2019-03-11","0,912"
1075774,"Region Central","Monster Ultra Red","Austria","Carinthia",859,"2019-03-11","0,99"
1075775,"Region Central","Monster Ultra Red","Austria","Salzburg",1588,"2019-03-11","0,99"
1075776,"Region Central","Monster Ultra Red","Austria","Styria",936,"2019-03-11","0,99"
1075777,"Region Central","Monster Ultra Red","Austria","Tyrol",973,"2019-03-11","0,792"
1075778,"Region Central","Monster Ultra Red","Austria","Upper Austria",1901,"2019-03-11","0,99"
1075779,"Region Central","Monster Ultra Red","Austria","Vienna",2515,"2019-03-11","0,99"
1075780,"Region West","Monster Ultra Red","Belgium","Antwerp",2276,"2019-03-11","0,752"
1075781,"Region West","Monster Ultra Red","Belgium","Brussels",2290,"2019-03-11","0,94"
1075782,"Region West","Monster Ultra Red","Belgium","East Flanders",575,"2019-03-11","0,94"
1075783,"Region West","Monster Ultra Red","Belgium","Flemish Brabant",653,"2019-03-11","0,752"
1075784,"Region West","Monster Ultra Red","Belgium","Hainaut",728,"2019-03-11","0,752"
1075785,"Region West","Monster Ultra Red","Belgium","Limburg",1452,"2019-03-11","0,752"
1075786,"Region West","Monster Ultra Red","Belgium","Liège",566,"2019-03-11","0,94"
1075787,"Region West","Monster Ultra Red","Belgium","Namur",604,"2019-03-11","0,94"
1075788,"Region West","Monster Ultra Red","Belgium","West Flanders",600,"2019-03-11","0,94"
1075789,"Region North 2","Monster Ultra Red","Denmark","Central Jutland",1889,"2019-03-11","1,09"
1075790,"Region North 2","Monster Ultra Red","Denmark","Hovedstaden",4537,"2019-03-11","1,09"
1075791,"Region North 2","Monster Ultra Red","Denmark","South Denmark",944,"2019-03-11","1,09"
1075792,"Region North 2","Monster Ultra Red","Denmark","Zealand",906,"2019-03-11","1,09"
1075793,"Region North 2","Monster Ultra Red","Finland","Finland Proper",1647,"2019-03-11","0,816"
1075794,"Region North 2","Monster Ultra Red","Finland","Kymenlaakso",915,"2019-03-11","1,02"
1075795,"Region North 2","Monster Ultra Red","Finland","Uusimaa",501,"2019-03-11","1,02"
1075796,"Region West","Monster Ultra Red","France","Alsace-Champagne-Ardenne-Lorraine",4594,"2019-03-11","0,94"
1075797,"Region West","Monster Ultra Red","France","Aquitaine-Limousin-Poitou-Charentes",6977,"2019-03-11","0,94"
1075798,"Region West","Monster Ultra Red","France","Auvergne-Rhône-Alpes",2232,"2019-03-11","0,94"
1075799,"Region West","Monster Ultra Red","France","Brittany",11960,"2019-03-11","0,94"
1075800,"Region West","Monster Ultra Red","France","Bourgogne-Franche-Comté",3028,"2019-03-11","0,752"
1075801,"Region West","Monster Ultra Red","France","Centre-Val de Loire",2459,"2019-03-11","0,94"
1075802,"Region West","Monster Ultra Red","France","Corsica",2252,"2019-03-11","0,94"
1075803,"Region West","Monster Ultra Red","France","Ile-de-France",7318,"2019-03-11","0,94"
1075804,"Region West","Monster Ultra Red","France","Languedoc-Roussillon-Midi-Pyrénées",2466,"2019-03-11","0,94"
1075805,"Region West","Monster Ultra Red","France","Normandy",18282,"2019-03-11","0,752"
1075806,"Region West","Monster Ultra Red","France","Nord-Pas-de-Calais-Picardie",5566,"2019-03-11","0,752"
1075807,"Region West","Monster Ultra Red","France","Pays de la Loire",9076,"2019-03-11","0,94"
1075808,"Region West","Monster Ultra Red","France","Provence-Alpes-Côte d'Azur",2103,"2019-03-11","0,94"
1075809,"Region Central","Monster Ultra Red","Germany","Baden-Württemberg",8263,"2019-03-11","0,99"
1075810,"Region Central","Monster Ultra Red","Germany","Bavaria",6745,"2019-03-11","0,99"
1075811,"Region Central","Monster Ultra Red","Germany","Berlin",2146,"2019-03-11","0,99"
1075812,"Region Central","Monster Ultra Red","Germany","Brandenburg",4927,"2019-03-11","0,99"
1075813,"Region Central","Monster Ultra Red","Germany","Bremen",692,"2019-03-11","0,99"
1075814,"Region Central","Monster Ultra Red","Germany","Hamburg",1266,"2019-03-11","0,99"
1075815,"Region Central","Monster Ultra Red","Germany","Hesse",4199,"2019-03-11","0,99"
1075816,"Region Central","Monster Ultra Red","Germany","Lower Saxony",3948,"2019-03-11","0,792"
1075817,"Region Central","Monster Ultra Red","Germany","Mecklenburg-Vorpommern",668,"2019-03-11","0,99"
1075818,"Region Central","Monster Ultra Red","Germany","North Rhine-Westphalia",8107,"2019-03-11","0,99"
1075819,"Region Central","Monster Ultra Red","Germany","Rhineland-Palatinate",5785,"2019-03-11","0,99"
1075820,"Region Central","Monster Ultra Red","Germany","Saarland",639,"2019-03-11","0,99"
1075821,"Region Central","Monster Ultra Red","Germany","Saxony",4404,"2019-03-11","0,99"
1075822,"Region Central","Monster Ultra Red","Germany","Saxony-Anhalt",2992,"2019-03-11","0,99"
1075823,"Region Central","Monster Ultra Red","Germany","Schleswig-Holstein",1921,"2019-03-11","0,99"
1075824,"Region Central","Monster Ultra Red","Germany","Thuringia",4121,"2019-03-11","0,99"
1075825,"Region North 1","Monster Ultra Red","Ireland","Cork",562,"2019-03-11","0,92"
1075826,"Region North 1","Monster Ultra Red","Ireland","Dublin",1617,"2019-03-11","0,92"
1075827,"Region North 1","Monster Ultra Red","Ireland","Galway",327,"2019-03-11","0,92"
1075828,"Region North 1","Monster Ultra Red","Ireland","South Dublin",830,"2019-03-11","0,92"
1075829,"Region South","Monster Ultra Red","Italy","Abruzzi",3609,"2019-03-11","0,84"
1075830,"Region South","Monster Ultra Red","Italy","Apulia",3286,"2019-03-11","0,84"
1075831,"Region South","Monster Ultra Red","Italy","Basilicata",3566,"2019-03-11","0,84"
1075832,"Region South","Monster Ultra Red","Italy","Calabria",2060,"2019-03-11","0,84"
1075833,"Region South","Monster Ultra Red","Italy","Campania",3349,"2019-03-11","0,84"
1075834,"Region South","Monster Ultra Red","Italy","Emilia-Romagna",5980,"2019-03-11","0,84"
1075835,"Region South","Monster Ultra Red","Italy","Friuli-Venezia Giulia",3539,"2019-03-11","0,84"
1075836,"Region South","Monster Ultra Red","Italy","Lazio",3339,"2019-03-11","0,84"
1075837,"Region South","Monster Ultra Red","Italy","Liguria",7672,"2019-03-11","0,84"
1075838,"Region South","Monster Ultra Red","Italy","Lombardy",5399,"2019-03-11","0,84"
1075839,"Region South","Monster Ultra Red","Italy","Marche",3536,"2019-03-11","0,84"
1075840,"Region South","Monster Ultra Red","Italy","Piedmont",6478,"2019-03-11","0,84"
1075841,"Region South","Monster Ultra Red","Italy","Sardinia",1105,"2019-03-11","0,84"
1075841,"Region South","Monster Ultra Red","Italy","Sardinia",1105,"2019-03-11","0,84"
1075842,"Region South","Monster Ultra Red","Italy","Sicily",3156,"2019-03-11","0,84"
1075843,"Region South","Monster Ultra Red","Italy","Trentino-Alto Adige",3370,"2019-03-11","0,84"
1075844,"Region South","Monster Ultra Red","Italy","Tuscany",4817,"2019-03-11","0,84"
1075845,"Region South","Monster Ultra Red","Italy","Umbria",3687,"2019-03-11","0,84"
1075846,"Region South","Monster Ultra Red","Italy","Veneto",4420,"2019-03-11","0,672"
1075847,"Region South","Monster Ultra Red","Italy","Molise",1831,"2019-03-11","0,84"
1075848,"Region West","Monster Ultra Red","Netherlands","Drenthe",2919,"2019-03-11","0,872"
1075849,"Region West","Monster Ultra Red","Netherlands","Friesland",1367,"2019-03-11","1,09"
1075850,"Region West","Monster Ultra Red","Netherlands","Gelderland",2100,"2019-03-11","1,09"
1075851,"Region West","Monster Ultra Red","Netherlands","Groningen",1417,"2019-03-11","1,09"
1075852,"Region West","Monster Ultra Red","Netherlands","Limburg",2251,"2019-03-11","1,09"
1075853,"Region West","Monster Ultra Red","Netherlands","North Brabant",3458,"2019-03-11","1,09"
1075854,"Region West","Monster Ultra Red","Netherlands","North Holland",3951,"2019-03-11","0,872"
1075855,"Region West","Monster Ultra Red","Netherlands","Overijssel",2802,"2019-03-11","1,09"
1075856,"Region West","Monster Ultra Red","Netherlands","South Holland",2999,"2019-03-11","1,09"
1075857,"Region West","Monster Ultra Red","Netherlands","Utrecht",2086,"2019-03-11","1,09"
1075858,"Region West","Monster Ultra Red","Netherlands","Zeeland",2950,"2019-03-11","0,872"
1075859,"Region North 2","Monster Ultra Red","Norway","Akershus",1127,"2019-03-11","1,032"
1075860,"Region North 2","Monster Ultra Red","Norway","Hordaland",986,"2019-03-11","1,032"
1075861,"Region North 2","Monster Ultra Red","Norway","Rogaland",916,"2019-03-11","1,032"
1075862,"Region North 2","Monster Ultra Red","Norway","Sør-Trøndelag",618,"2019-03-11","1,29"
1075863,"Region North 2","Monster Ultra Red","Norway","Østfold",475,"2019-03-11","1,29"
1075864,"Region North 2","Monster Ultra Red","Norway","Buskerud",445,"2019-03-11","1,29"
1075865,"Region North 2","Monster Ultra Red","Norway","Møre og Romsdal",364,"2019-03-11","1,29"
1075866,"Region North 2","Monster Ultra Red","Norway","Vestfold",369,"2019-03-11","1,29"
1075867,"Region North 2","Monster Ultra Red","Norway","Nordland",33,"2019-03-11","1,29"
1075868,"Region North 2","Monster Ultra Red","Norway","Hedmark",379,"2019-03-11","1,29"
1075869,"Region North 2","Monster Ultra Red","Norway","Oppland",314,"2019-03-11","1,032"
1075870,"Region North 2","Monster Ultra Red","Norway","Vest-Agder",260,"2019-03-11","1,29"
1075871,"Region South-West","Monster Ultra Red","Portugal","Aveiro",792,"2019-03-11","0,79"
1075872,"Region South-West","Monster Ultra Red","Portugal","Braga",1669,"2019-03-11","0,79"
1075873,"Region South-West","Monster Ultra Red","Portugal","Coimbra",826,"2019-03-11","0,79"
1075874,"Region South-West","Monster Ultra Red","Portugal","Lisboa",4539,"2019-03-11","0,632"
1075875,"Region South-West","Monster Ultra Red","Portugal","Porto",2354,"2019-03-11","0,79"
1075876,"Region South-West","Monster Ultra Red","Portugal","Setúbal",790,"2019-03-11","0,79"
1075877,"Region South-West","Monster Ultra Red","Spain","Andalusía",1279,"2019-03-11","0,8"
1075878,"Region South-West","Monster Ultra Red","Spain","Asturias",2464,"2019-03-11","0,8"
1075879,"Region South-West","Monster Ultra Red","Spain","Balearic Islands",3522,"2019-03-11","0,8"
1075880,"Region South-West","Monster Ultra Red","Spain","Basque Country",1335,"2019-03-11","0,8"
1075881,"Region South-West","Monster Ultra Red","Spain","Cantabria",1544,"2019-03-11","0,64"
1075882,"Region South-West","Monster Ultra Red","Spain","Castile and León",3840,"2019-03-11","0,8"
1075883,"Region South-West","Monster Ultra Red","Spain","Castile-La Mancha",2955,"2019-03-11","0,64"
1075884,"Region South-West","Monster Ultra Red","Spain","Catalonia",10431,"2019-03-11","0,64"
1075885,"Region South-West","Monster Ultra Red","Spain","Aragon",6497,"2019-03-11","0,8"
1075886,"Region South-West","Monster Ultra Red","Spain","Extremadura",1305,"2019-03-11","0,8"
1075887,"Region South-West","Monster Ultra Red","Spain","Galicia",4572,"2019-03-11","0,8"
1075888,"Region South-West","Monster Ultra Red","Spain","Madrid",7452,"2019-03-11","0,8"
1075889,"Region South-West","Monster Ultra Red","Spain","La Rioja",1180,"2019-03-11","0,8"
1075890,"Region South-West","Monster Ultra Red","Spain","Murcia",1290,"2019-03-11","0,8"
1075891,"Region South-West","Monster Ultra Red","Spain","Navarra",1300,"2019-03-11","0,8"
1075892,"Region South-West","Monster Ultra Red","Spain","Valenciana",6422,"2019-03-11","0,8"
1075893,"Region North 2","Monster Ultra Red","Sweden","Stockholm",3797,"2019-03-11","1,24"
1075894,"Region North 2","Monster Ultra Red","Sweden","Västra Götaland",2836,"2019-03-11","1,24"
1075895,"Region North 2","Monster Ultra Red","Sweden","Skåne",2238,"2019-03-11","1,24"
1075896,"Region North 2","Monster Ultra Red","Sweden","Östergötland",698,"2019-03-11","1,24"
1075897,"Region North 2","Monster Ultra Red","Sweden","Uppsala",644,"2019-03-11","0,992"
1075898,"Region North 2","Monster Ultra Red","Sweden","Jönköping",578,"2019-03-11","1,24"
1075899,"Region North 2","Monster Ultra Red","Sweden","Halland",57,"2019-03-11","1,24"
1075900,"Region North 2","Monster Ultra Red","Sweden","Örebro",507,"2019-03-11","1,24"
1075901,"Region North 2","Monster Ultra Red","Sweden","Gävleborg",44,"2019-03-11","1,24"
1075902,"Region North 2","Monster Ultra Red","Sweden","Södermanland",594,"2019-03-11","0,992"
1075903,"Region Central","Monster Ultra Red","Switzerland","Basel-Stadt",214,"2019-03-11","1,33"
1075904,"Region Central","Monster Ultra Red","Switzerland","Bern",173,"2019-03-11","1,064"
1075905,"Region Central","Monster Ultra Red","Switzerland","Geneva",68,"2019-03-11","1,33"
1075906,"Region Central","Monster Ultra Red","Switzerland","Lucerne",87,"2019-03-11","1,064"
1075907,"Region Central","Monster Ultra Red","Switzerland","St. Gallen",70,"2019-03-11","1,33"
1075908,"Region Central","Monster Ultra Red","Switzerland","Vaud",72,"2019-03-11","1,33"
1075909,"Region Central","Monster Ultra Red","Switzerland","Zürich",199,"2019-03-11","1,33"
1075910,"Region North 1","Monster Ultra Red","United Kingdom","England",28222,"2019-03-11","1,14"
1075911,"Region North 1","Monster Ultra Red","United Kingdom","Scotland",5079,"2019-03-11","1,14"
1075912,"Region North 1","Monster Ultra Red","United Kingdom","Wales",435,"2019-03-11","1,14"
1075913,"Region North 1","Venom Energy Special Edition","United Kingdom","England",0,"2019-03-11","0,99"
1075914,"Region North 1","Venom Energy Special Edition","United Kingdom","Scotland",0,"2019-03-11","0,99"
1075915,"Region North 1","Venom Energy Special Edition","United Kingdom","Wales",0,"2019-03-11","0,99"
1075916,"Region Central","Monster Citron","Austria","Carinthia",100,"2019-03-11","1,35"
1075917,"Region Central","Monster Citron","Austria","Salzburg",188,"2019-03-11","1,35"
1075918,"Region Central","Monster Citron","Austria","Styria",100,"2019-03-11","1,35"
1075919,"Region Central","Monster Citron","Austria","Tyrol",94,"2019-03-11","1,35"
